real,predict
5.0,5.101634979248047
5.0,5.054474830627441
5.0,5.024693489074707
8.823908805847168,8.17390251159668
5.0,5.2094221115112305
5.0,5.245893478393555
5.568636417388916,5.977608680725098
5.0,5.065742492675781
5.0,5.2301483154296875
5.0,5.043754577636719
5.0,5.0649733543396
5.0,5.045592308044434
5.0,5.04123592376709
7.481485843658447,6.014495849609375
5.0,5.295194149017334
5.0,5.0220537185668945
9.431797981262207,9.047301292419434
5.0,5.540999412536621
5.0,5.030279636383057
5.0,5.00668478012085
5.0,5.15029764175415
5.0,5.005494117736816
5.0,4.990311145782471
5.0,5.08495569229126
5.0,5.1476335525512695
5.0,5.055291652679443
5.958607196807861,5.548824310302734
5.0,5.0746564865112305
5.0,5.036360263824463
6.337242126464844,5.091645240783691
5.721246242523193,6.481716632843018
6.638272285461426,6.2083940505981445
5.721246242523193,5.4510393142700195
5.0,5.006544589996338
8.301030158996582,8.513107299804688
5.0,5.060340881347656
5.0,5.278836250305176
6.3565473556518555,5.153322219848633
5.0,5.045987129211426
6.677780628204346,5.324073314666748
5.0,5.039140701293945
7.744727611541748,5.8100409507751465
5.387216091156006,5.423928737640381
5.0,5.155947208404541
5.0,5.114903450012207
5.0,5.023099899291992
5.0,5.032292366027832
5.0,5.038501262664795
5.0,5.035887718200684
5.0,5.04724645614624
7.28399658203125,7.21414041519165
5.0,5.034668922424316
5.0,5.070259094238281
5.0,5.645944118499756
5.431798458099365,5.4727582931518555
5.0,5.7331862449646
5.0,5.600390434265137
5.0,4.997927665710449
5.0,5.049558639526367
5.0,5.221717834472656
5.0,5.025661468505859
5.0,5.0466156005859375
5.0,5.078949928283691
5.0,5.01747989654541
5.0,5.0162858963012695
5.0,5.092926025390625
5.0,5.015873432159424
7.698969841003418,7.316470623016357
5.0,4.989623069763184
5.0,5.02592134475708
6.408935546875,5.822898864746094
5.443697452545166,6.024641990661621
5.0,5.037002086639404
5.0,5.046602725982666
5.0,5.02695369720459
8.95860767364502,8.031320571899414
5.0,5.010700225830078
5.0,5.042857646942139
5.0,5.024196624755859
6.013228416442871,6.7365641593933105
5.0,5.06117057800293
5.0,5.019915580749512
5.346787452697754,5.407044887542725
5.267606258392334,6.41373872756958
5.0,5.071776390075684
6.494850158691406,6.518590927124023
5.0,4.981829643249512
5.0,4.999429225921631
5.0,5.07556676864624
5.0,5.039089202880859
5.0,4.980510711669922
5.0,5.096370220184326
5.0,5.079295635223389
5.0,5.021936893463135
5.0,5.021105766296387
5.0,5.020776748657227
5.92081880569458,6.371472358703613
5.0,5.024067401885986
5.0,5.023665428161621
6.823908805847168,6.488044738769531
5.0,5.014873504638672
6.3665313720703125,6.614187717437744
6.677780628204346,6.739856719970703
5.0,5.292084217071533
5.0,5.035340309143066
5.0,4.990518569946289
5.0,5.02085018157959
5.0,5.080321311950684
6.481485843658447,6.140876770019531
7.214670181274414,6.948330879211426
5.0,4.992059230804443
5.0,5.043825626373291
5.0,4.967227935791016
5.0,5.402469635009766
5.0,5.027372360229492
5.0,5.4694013595581055
5.0,5.014005661010742
6.958607196807861,7.6840715408325195
5.0,5.045844078063965
6.443697452545166,6.17116117477417
5.0,5.0638322830200195
5.508638381958008,5.857919216156006
5.0,5.017738342285156
5.0,5.022973537445068
5.207608222961426,5.612545490264893
5.0,5.370140552520752
5.0,5.0475568771362305
5.0,4.991753578186035
5.0,5.542458534240723
5.0,5.044465065002441
7.221848964691162,7.999757289886475
5.0,5.060583591461182
5.0,5.020143508911133
5.0,5.009690761566162
5.0,5.0280351638793945
5.0,5.018994331359863
6.408935546875,8.543088912963867
5.0,5.070245742797852
5.275723934173584,5.518126010894775
6.721246242523193,6.203743934631348
5.251811981201172,5.643963813781738
5.0,5.027690887451172
5.0,5.029496192932129
5.0,5.035150527954102
5.0,5.043549537658691
5.0,4.988597869873047
6.096909999847412,5.893421173095703
5.0,5.048318386077881
5.0,5.012030601501465
5.0,5.076211929321289
6.744727611541748,6.999129295349121
5.92081880569458,5.259357929229736
5.0,5.032138824462891
5.0,5.034856796264648
5.0,5.007558822631836
5.0,5.038417816162109
5.0,5.095734119415283
5.0,5.038422107696533
5.0,5.062145233154297
5.0,5.025669097900391
5.0,5.024667739868164
5.0,4.987939834594727
5.0,5.113479137420654
5.0,5.007263660430908
5.0,5.322386741638184
5.508638381958008,5.019121170043945
5.7695512771606445,5.279721736907959
5.0,5.03776216506958
5.0,5.004476070404053
5.0,5.087279319763184
6.552842140197754,6.83217716217041
6.070580959320068,6.31980037689209
5.0,5.0467529296875
5.0,5.034287929534912
5.0,4.928979873657227
6.070580959320068,6.021962642669678
5.0,5.559443473815918
5.0,5.069850444793701
5.0,5.0794878005981445
5.0,5.040396690368652
6.337242126464844,6.8032965660095215
6.3665313720703125,6.462791919708252
7.091515064239502,6.2631683349609375
5.638272285461426,5.0391011238098145
5.0,5.029531002044678
5.0,5.081587314605713
5.0,5.089692115783691
5.0,5.054287910461426
5.0,5.04144287109375
6.3098039627075195,5.746666431427002
5.0,5.042893409729004
5.0,5.041632652282715
5.0,5.3320794105529785
5.0,5.068429946899414
5.0,5.368541717529297
5.4685211181640625,5.0749921798706055
5.0,5.028042316436768
5.0,5.040820598602295
5.481485843658447,5.354480266571045
5.0,5.067476272583008
5.0,5.019245147705078
5.0,5.000528812408447
5.0,5.017182350158691
5.721246242523193,5.185150623321533
5.0,5.019595146179199
5.0,5.261106491088867
5.187086582183838,6.230513095855713
5.522878646850586,6.012994766235352
5.0,5.104618072509766
5.0,5.023148536682129
5.0,5.020201683044434
5.886056423187256,6.154850006103516
6.1191864013671875,6.329090118408203
5.0,5.18338680267334
5.0,5.067221164703369
5.0,5.014444351196289
5.431798458099365,5.798950672149658
7.200659275054932,7.298841953277588
5.0,5.001588344573975
5.0,5.044374942779541
5.0,5.02099609375
5.455932140350342,6.60032844543457
5.0,5.069679260253906
5.0,5.041936874389648
5.0,5.019298076629639
5.0,5.0261454582214355
6.229147911071777,6.02581787109375
5.0,5.228477478027344
5.0,5.003140449523926
5.698969841003418,5.0429792404174805
5.0,5.306863307952881
5.0,5.074498176574707
5.744727611541748,7.403928756713867
5.0,5.068495750427246
5.0,5.043254375457764
5.0,5.0397233963012695
5.0,5.086556434631348
7.318758964538574,6.4402360916137695
5.494850158691406,5.482297897338867
5.0,5.128340244293213
5.494850158691406,5.101191997528076
5.455932140350342,5.063088417053223
5.0,5.088110446929932
5.0,5.072521686553955
5.0,5.405986785888672
6.207608222961426,5.977609157562256
5.0,5.030279636383057
5.0,5.0303955078125
5.0,5.175121307373047
5.0,5.061229228973389
6.275723934173584,6.530563831329346
5.0,5.0840253829956055
5.494850158691406,5.6285319328308105
5.0,5.01124906539917
5.0,5.023670196533203
5.744727611541748,6.9834442138671875
6.79587984085083,6.219615936279297
6.0809221267700195,6.091294288635254
5.0,5.015471458435059
7.251811981201172,6.781308174133301
5.0,5.034139633178711
5.0,5.063289642333984
5.0,5.0408244132995605
5.004364967346191,5.973184585571289
5.0,5.331850051879883
5.0,5.030274391174316
5.0,5.200562953948975
5.0,5.037133693695068
5.0,5.614747524261475
7.091515064239502,8.578512191772461
5.744727611541748,5.18790864944458
5.0,5.042690277099609
5.0,5.357519626617432
5.259637355804443,5.936629295349121
6.142667293548584,6.171482086181641
5.0,5.120704650878906
5.0,5.011409282684326
5.0,5.022754669189453
5.0,5.025332450866699
5.0,5.021825790405273
6.721246242523193,6.6769890785217285
5.0,5.043049335479736
5.7695512771606445,6.631224155426025
5.744727611541748,6.524328231811523
5.0,5.026710033416748
5.0,5.037283420562744
7.161150932312012,6.828571319580078
8.443697929382324,8.091672897338867
5.0,5.033322811126709
5.0,5.02839469909668
5.0,5.033570289611816
5.585026741027832,5.604264736175537
5.0,5.234729290008545
6.568636417388916,6.47222900390625
5.0,5.04072380065918
5.0,5.00668478012085
5.0,5.03248405456543
6.318758964538574,7.734750270843506
5.0,5.164297580718994
5.0,5.15029764175415
5.0,5.0156331062316895
5.0,5.033105850219727
5.0,5.032495498657227
5.0,5.030621528625488
5.0,5.081050872802734
5.0,5.015172481536865
5.0,5.031514644622803
5.0,5.2121782302856445
